Province,City,Sub-district,Latitude,Longitude,Keyword
Sulawesi Tengah,Parigi Moutong,,0.5817607,120.8039474,Parigi Moutong
Sulawesi Tengah,Tojo Una-Una,,-1.098757,121.5370003,Tojo Una-Una
Sulawesi Tengah,Sigi,,-1.3859904,119.8815203,Sigi
Sulawesi Tengah,Banggai Laut,,-1.6735,123.550408,Banggai Laut
Sulawesi Tengah,Morowali Utara,,-1.6312,121.3542,Morowali Utara
Sulawesi Tengah,Palu,,-0.9002915,119.8779987,Palu
Sulawesi Selatan,Kepulauan Selayar,,-6.0957201,120.5040916,Kepulauan Selayar
Sulawesi Selatan,Bulukumba,,-5.4329368,120.2051096,Bulukumba
Sulawesi Selatan,Bantaeng,,-5.5169316,120.0202964,Bantaeng
Sulawesi Selatan,Jeneponto,,-5.554579,119.6730939,Jeneponto
Sulawesi Selatan,Takalar,,-5.4162493,119.4875668,Takalar
Sulawesi Selatan,Gowa,,-5.3102888,119.742604,Gowa
Sulawesi Selatan,Sinjai,,-5.2171961,120.112735,Sinjai
Sulawesi Selatan,Bone,,-4.7443383,120.0665236,Bone
Sulawesi Selatan,Maros,,-5.0549145,119.6962677,Maros
Sulawesi Selatan,Pangkajene Kepulauan,,-4.805035,119.5571677,Pangkajene Kepulauan
Sulawesi Selatan,Barru,,-4.436417,119.6499162,Barru
Sulawesi Selatan,Soppeng,,-4.3518541,119.9277947,Soppeng
Sulawesi Selatan,Wajo,,-4.022229,120.0665236,Wajo
Sulawesi Selatan,Sidenreng Rappang,,-3.844541,119.820297,Sidenreng Rappang
Sulawesi Selatan,Pinrang,,-3.6483486,119.5571677,Pinrang
Sulawesi Selatan,Enrekang,,-3.4590744,119.8815203,Enrekang
Sulawesi Selatan,Luwu,,-3.3052214,120.2512728,Luwu
Sulawesi Selatan,Tana Toraja,,-3.0753003,119.742604,Tana Toraja
Sulawesi Selatan,Luwu Utara,,-2.2690446,119.9740534,Luwu Utara
Sulawesi Selatan,Luwu Timur,,-2.5825518,121.1710389,Luwu Timur
Sulawesi Selatan,Toraja Utara,,-2.8621942,119.8352303,Toraja Utara
Sulawesi Selatan,Makassar,,-5.1476651,119.4327314,Makassar
Sulawesi Selatan,Parepare,,-4.0096221,119.6290617,Parepare
Sulawesi Selatan,Palopo,,-3.0108458,120.2022239,Palopo
Sulawesi Tenggara,Kolaka,,-3.9946988,121.5826642,Kolaka
Sulawesi Tenggara,Konawe,,-3.9380432,122.0837445,Konawe
Sulawesi Tenggara,Muna,,-4.901629,122.6277455,Muna
Sulawesi Tenggara,Buton,,-5.3096355,122.9888319,Buton
Sulawesi Tenggara,Konawe Selatan,,-4.2027915,122.4467238,Konawe Selatan
Sulawesi Tenggara,Bombana,,-4.6543462,121.9017954,Bombana
Sulawesi Tenggara,Wakatobi,,-5.3264442,123.5951925,Wakatobi
Sulawesi Tenggara,Kolaka Utara,,-3.1347227,121.1710389,Kolaka Utara
Sulawesi Tenggara,Konawe Utara,,-3.3803291,122.0837445,Konawe Utara
Sulawesi Tenggara,Buton Utara,,-4.7023424,123.0338767,Buton Utara
Sulawesi Tenggara,Kendari,,-3.9984597,122.5129742,Kendari
Sulawesi Tenggara,Bau-Bau,,-5.4700112,122.5976841,Bau-Bau
Gorontalo,Gorontalo,,0.6999372,122.4467238,Gorontalo
Gorontalo,Boalemo,,0.7013419,122.2653887,Boalemo
Gorontalo,Bone Bolango,,0.5657885,123.3486147,Bone Bolango
Gorontalo,Gorontalo Utara,,0.9252647,122.4920088,Gorontalo Utara
Sulawesi Barat,Mamuju Utara,,-1.5264542,119.5107708,Mamuju Utara
Sulawesi Barat,Mamuju,,-2.7293364,118.9295737,Mamuju
Sulawesi Barat,Mamasa,,-2.9118209,119.3250347,Mamasa
Sulawesi Barat,Polewali Mandar,,-3.3419323,119.1390642,Polewali Mandar
Sulawesi Barat,Majene,,-3.0297251,118.9062794,Majene
Maluku,Maluku Tengah,,-3.0166501,129.4864411,Maluku Tengah
Maluku,Maluku Tenggara,,-5.7512455,132.7271587,Maluku Tenggara
Maluku,Maluku Tenggara Barat,,-7.5322642,131.3611121,Maluku Tenggara Barat
Maluku,Buru,,-3.3307379,126.6957216,Buru
Maluku,Seram Bagian Timur,,-3.4233267,130.2271243,Seram Bagian Timur
Maluku,Seram Bagian Barat,,-3.1271575,128.4008357,Seram Bagian Barat
Maluku,Kepulauan Aru,,-6.1946502,134.5501935,Kepulauan Aru
Maluku,Maluku Barat Daya,,-7.7851588,126.3498097,Maluku Barat Daya
Maluku,Buru Selatan,,-3.7273972,126.6957216,Buru Selatan
Maluku,Ambon,,-3.6553932,128.1907723,Ambon
Maluku,Tual,,-5.5680317,132.3446399,Tual
Maluku Utara,Halmahera Barat,,1.3589663,127.5960704,Halmahera Barat
Maluku Utara,Halmahera Tengah,,0.4419543,128.3587174,Halmahera Tengah
Maluku Utara,Halmahera Utara,,1.5074308,127.8936663,Halmahera Utara
Maluku Utara,Halmahera Selatan,,-1.5109015,127.7237678,Halmahera Selatan
Maluku Utara,Kepulauan Sula,,-1.8321222,125.958777,Kepulauan Sula
Maluku Utara,Halmahera Timur,,1.3121235,128.4849923,Halmahera Timur
Maluku Utara,Pulau Morotai,,2.3656672,128.4008357,Pulau Morotai
Maluku Utara,Ternate,,0.7898868,127.3753792,Ternate
Maluku Utara,Tidore Kepulauan,,0.5060207,127.681228,Tidore Kepulauan
Papua,Merauke,,-7.7838334,139.041312,Merauke
Papua,Jayawijaya,,-4.0004481,138.7995122,Jayawijaya
Papua,Jayapura,,-2.987923,139.8547266,Jayapura
Papua,Nabire,,-3.5095462,135.7520985,Nabire
Papua,Biak Numfor,,-1.0381022,135.9800848,Biak Numfor
Papua,Puncak Jaya,,-3.4467891,137.8427298,Puncak Jaya
Papua,Paniai,,-3.7876441,136.3624686,Paniai
Papua,Mimika,,-4.4553223,137.1362125,Mimika
Papua,Sarmi,,-2.4678144,139.2030851,Sarmi
Papua,Keerom,,-3.3449536,140.7624493,Keerom
Papua,Pegunungan Bintang,,-4.5589872,140.5135589,Pegunungan Bintang
Papua,Yahukimo,,-4.4939717,139.5279996,Yahukimo
Papua,Tolikara,,-3.481132,138.4787258,Tolikara
Papua,Waropen,,-2.8435717,136.670534,Waropen
Papua,Boven Digoel,,-5.7400018,140.3481835,Boven Digoel
Papua,Mappi,,-6.7606468,139.6911374,Mappi
Papua,Asmat,,-5.0573958,138.3988186,Asmat
Papua,Supiori,,-0.7295099,135.6385125,Supiori
Papua,Mamberamo Raya,,-2.5331255,137.7637565,Mamberamo Raya
Papua,Mamberamo Tengah,,-3.6321083,138.9605972,Mamberamo Tengah
Papua,Yalimo,,-3.7852847,139.4466005,Yalimo
Papua,Lanny Jaya,,-3.971033,138.3190276,Lanny Jaya
Papua,Nduga,,-4.4069496,138.2393528,Nduga
Papua,Puncak,,-6.7028188,106.9990215,Puncak
Papua,Dogiyai,,-4.0454139,135.6763443,Dogiyai
Papua,Intan Jaya,,-3.5076422,136.7478493,Intan Jaya
Papua,Deiyai,,-4.154975,136.1279586,Deiyai
